identity,expression,filename,exL_x,exL_y,exL_z,mebL_x,mebL_y,mebL_z,enL_x,enL_y,enL_z,enR_x,enR_y,enR_z,mebR_x,mebR_y,mebR_z,exR_x,exR_y,exR_z,seL_x,seL_y,seL_z,seR_x,seR_y,seR_z,alL_x,alL_y,alL_z,prn_x,prn_y,prn_z,alR_x,alR_y,alR_z,chL_x,chL_y,chL_z,ls_x,ls_y,ls_z,chR_x,chR_y,chR_z,li_x,li_y,li_z,sto_x,sto_y,sto_z,sl_x,sl_y,sl_z,gn_x,gn_y,gn_z
bs097,N,bs097_N_N_2.lm3,-5.703,18.826,24.86,1.908,39.739,37.432,20.633,20.303,32.134,53.712,19.733,27.652,71.241,39.094,34.759,79.468,19.001,24.496,29.389,28.647,41.623,44.363,29.355,43.559,20.672,-15.955,48.597,38.645,-5.153,71.985,56.524,-15.204,40.001,11.093,-49.5,43.189,38.332,-40.409,64.483,63.29,-47.897,42.431,38.505,-47.322,58.018,38.449,-48.631,61.435,38.431,-56.812,59.436,41.015,-95.022,58.291
bs097,N,bs097_N_N_3.lm3,-12.428,16.071,41.923,-4.394,35.922,54.315,14.155,17.575,45.169,45.91,18.492,47.022,64.202,36.869,53.469,72.94,17.667,42.042,22.823,26.346,58.81,37.587,26.353,60.267,14.213,-18.846,66.222,30.664,-9.01,87.22,50.372,-17.604,55.016,7.656,-52.33,57.373,31.106,-46.365,74.491,58.401,-51.301,58.153,31.131,-50.801,71.684,31.135,-53.002,70.972,31.803,-63.018,75.304,34.305,-100.661,69.217
bs098,N,bs098_N_N_0.lm3,-26.461,36.15,-54.259,-15.312,56.356,-39.201,5.809,35.274,-52.161,36.723,34.692,-53.168,62.127,54.761,-38.61,70.233,35.652,-59.546,11.995,44.484,-41.072,28.342,44.583,-39.231,0.539,0.068,-34.613,20.401,8.749,-12.289,41.243,1.723,-36.545,-11.406,-32.534,-47.762,21.66,-21.678,-25.279,56.765,-30.135,-49.372,22.569,-28.721,-27.617,22.585,-30.281,-27.78,22.548,-34.885,-25.976,22.789,-77.535,-35.376
bs098,N,bs098_N_N_1.lm3,-17.496,41.058,-80.118,-8.585,59.112,-66.276,12.327,39.595,-80.994,42.907,38.733,-81.908,67.094,58.569,-68.523,75.241,40.637,-82.571,18.528,51.235,-69.589,34.437,50.454,-67.296,7.584,6.654,-61.243,27.044,13.124,-39.683,47.247,7.577,-55.663,-0.899,-27.003,-68.096,28.368,-16.878,-49.992,57.304,-27.061,-69.259,28.424,-23.244,-53.098,28.431,-24.814,-53.045,28.451,-30.313,-52.43,27.608,-69.202,-52.702
bs098,N,bs098_N_N_2.lm3,-26.022,35.123,-82.206,-15.496,54.052,-66.145,4.616,36.832,-80.881,37.497,36.786,-80.634,57.608,55.865,-65.512,69.03,39.514,-82.384,12.466,44.601,-67.832,27.582,44.487,-65.158,3.101,1.687,-58.479,22.588,8.817,-39.105,42.922,3.343,-62.522,-5.404,-31.203,-69.119,23.114,-22.761,-51.296,53.657,-30.52,-71.23,23.095,-29.137,-54.635,23.104,-30.703,-54.066,23.108,-33.841,-53.154,25.805,-77.867,-64.14
bs098,N,bs098_N_N_3.lm3,-21.708,32.78,-68.262,-13.812,51.568,-51.437,10.086,32.855,-65.947,41.051,34.587,-65.173,62.837,54.976,-50.327,73.924,36.247,-65.328,15.517,42.192,-54.617,32.994,42.231,-52.484,6.328,-1.849,-45.697,23.887,7.739,-24.045,45.681,-0.171,-43.724,-2.362,-34.491,-54.968,26.062,-22.969,-34.837,58.736,-30.504,-53.18,26.884,-29.299,-36.94,26.905,-31.663,-37.59,26.903,-36.319,-36.62,27.912,-79.229,-47.374
bs099,N,bs099_N_N_0.lm3,-16.627,24.938,1.101,-11.134,42.389,12.291,14.63,23.754,2.572,49.885,23.712,-3.363,72.291,43.572,9.033,79.945,23.948,-5.181,25.853,30.305,15.682,41.84,30.467,12.797,12.297,-11.325,20.079,36.717,-0.302,43.247,55.92,-12.077,10.147,5.752,-46.847,15.048,35.029,-35.829,30.374,61.108,-46.93,10.755,35.074,-39.618,27.974,35.083,-41.876,27.235,34.292,-48.585,29.093,33.971,-93.932,23.815
bs099,N,bs099_N_N_1.lm3,-17.003,20.849,20.976,-11.712,39.457,35.316,12.826,20.149,25.803,49.115,21.079,22.429,74.773,39.618,34.215,79.398,22.513,20.135,22.491,27.598,37.318,41.234,28.36,36.726,12.355,-14.751,45.322,35.564,-4.026,67.72,54.541,-12.293,49.203,7.175,-49.9,39.726,35.309,-37.344,55.543,63.947,-48.339,38.529,36.099,-41.923,52.868,36.093,-43.375,53.442,36.087,-49.24,54.505,37.137,-93.781,50.717
bs099,N,bs099_N_N_2.lm3,-23.344,14.091,10.188,-14.961,30.616,26.271,5.158,11.826,12.24,40.954,12.565,10.899,62.355,29.968,24.64,71.437,12.662,8.975,15.606,20.094,28.148,33.045,20.166,24.826,4.663,-23.22,33.545,26.016,-14.54,54.563,45.105,-24.037,33.386,-2.875,-58.173,22.113,25.637,-47.782,38.348,54.582,-57.425,20.969,26.407,-51.448,38.737,26.408,-52.09,40.846,26.519,-59.772,36.203,27.625,-103.449,31.251
bs099,N,bs099_N_N_3.lm3,-16.45,26.868,25.447,-8.979,44.639,35.837,13.401,27.612,26.081,48.059,27.703,24.46,70.584,47.037,36.431,77.633,30.796,20.383,22.171,35.132,38.316,40.997,35.045,35.803,13.519,-8.029,44.839,34.532,1.798,67.37,55.137,-6.464,42.793,7.612,-44.037,36.922,35.791,-30.749,53.973,64.564,-41.719,36.454,36.553,-34.556,51.721,36.532,-35.962,53.264,36.598,-44.206,51.591,36.104,-84.978,49.539
bs100,N,bs100_N_N_0.lm3,-12.728,8.106,37.635,-6.844,31.772,53.772,14.595,7.547,48.213,47.977,9.121,46.293,67.608,35.684,55.055,74.772,11.941,45.716,21.982,13.501,55.088,40.323,13.647,54.425,14.138,-26.815,59.779,31.274,-18.996,80.526,49.516,-26.295,54.388,11.88,-57.83,47.253,31.766,-46.523,64.821,57.631,-55.018,52.086,32.518,-54.832,60.936,32.565,-56.48,57.703,32.507,-65.146,61.115,35.176,-95.966,50.816
bs100,N,bs100_N_N_1.lm3,-7.419,5.819,17.165,-5.224,29.8,28.003,19.689,5.138,26.999,53.471,6.72,27.768,74.042,32.159,35.829,80.755,10.491,25.321,26.411,11.878,33.924,45.029,12.717,35.632,19.581,-28.211,41.712,35.17,-20.191,60.924,55.054,-27.538,35.393,16.93,-60.138,30.82,37.627,-47.358,47.519,61.908,-57.399,34.844,38.548,-56.547,38.926,38.542,-57.933,40.383,38.614,-66.689,43.551,41.353,-97.32,31.755
bs100,N,bs100_N_N_2.lm3,-2.236,40.17,-20.256,2.305,64.666,-7.602,25.378,39.477,-10.711,58.487,41.003,-9.562,79.551,67.612,-2.126,86.304,44.93,-11.991,31.362,45.358,-4.388,50.39,46.114,-1.797,26.871,4.809,4.897,41.553,12.546,23.539,60.771,6.437,-2.014,24.171,-25.144,-7.91,44.508,-12.591,9.398,69.438,-22.783,-4.287,44.751,-22.5,2.95,44.802,-24.044,2.135,44.741,-32.5,5.422,48.808,-63.455,-5.504
bs100,N,bs100_N_N_3.lm3,-7.212,17.819,27.926,-4.72,43.127,39.628,19.928,17.067,38.043,52.615,19.443,37.992,73.015,46.143,44.896,79.612,22.447,36.952,26.389,26.034,45.546,44.263,26.845,46.665,19.206,-16.921,50.599,35.762,-7.542,72.196,54.921,-16.1,45.381,16.983,-47.6,41.56,37.681,-34.193,59.104,62.421,-44.95,46.558,38.516,-42.613,53.745,38.528,-44.935,51.718,38.501,-52.863,55.464,42.755,-87.136,40.174
bs101,N,bs101_N_N_0.lm3,-27.041,25.407,47.661,-17.909,43.519,65.484,1.836,23.116,55.323,36.513,24.026,53.079,55.118,48.176,64.952,66.202,28.548,48.049,10.643,25.42,66.561,28.919,26.041,64.222,4.893,-15.51,70.572,21.461,-8.615,86.249,37.939,-13.967,65.565,-1.728,-46.969,54.034,23.183,-39.401,71.589,47.776,-43.157,51.417,24.016,-45.414,67.03,23.949,-46.758,69.437,24.782,-56.298,67.87,26.67,-85.187,54.597
bs101,N,bs101_N_N_1.lm3,-23.536,24.926,49.189,-17.46,41.598,64.432,3.03,21.895,52.096,39.212,22.135,51.323,56.384,46.24,64.422,67.457,27.331,48.343,13.315,24.207,65.749,30.871,24.126,64.373,6.129,-16.007,67.061,22.664,-9.833,84.213,40.047,-14.591,58.111,-0.457,-48.846,55.817,22.921,-42.139,69.632,47.509,-45.84,51.976,23.781,-45.934,66.328,23.833,-47.526,63.778,23.805,-59.165,65.084,24.974,-87.368,51.848
bs101,N,bs101_N_N_2.lm3,-24.354,27.678,47.055,-13.837,45.046,63.873,4.491,25.389,51.934,39.26,26.264,51.01,55.696,48.974,62.197,67.524,30.77,45.032,14.042,27.555,63.421,31.671,27.495,61.661,7.559,-11.861,66.757,24.118,-7.948,82.852,41.51,-10.492,55.566,-1.285,-44.115,50.822,25.271,-37.37,67.429,50.656,-40.406,46.652,25.314,-41.139,64.335,25.333,-43.357,64.031,25.304,-52.858,64.71,26.134,-87.511,30.095
bs101,N,bs101_N_N_3.lm3,-24.401,40.229,29.752,-16.969,58.566,44.713,2.346,38.004,35.311,38.204,38.073,36.346,54.911,63.924,45.8,65.787,43.425,31.055,10.543,43.053,46.719,29.733,43.181,44.437,4.05,0.962,52.072,21.528,8.411,68.793,38.933,1.664,42.156,-2.709,-32.035,40.889,21.956,-23.996,56.251,46.681,-29.784,37.716,22.011,-28.605,53.069,22.037,-30.155,51.627,22.046,-40.301,54.024,24.661,-74.47,25.987
bs102,N,bs102_N_N_0.lm3,-4.731,9.363,19.659,2.654,32.508,29.089,21.68,7.924,21.935,54.19,8.805,21.777,77.021,33.565,29.572,83.606,10.246,23.307,29.911,13.873,32.302,46.364,13.989,32.52,19.392,-28.409,43.976,38.532,-21.809,62.974,55.219,-27.507,47.059,15.172,-58.17,30.308,37.352,-48.211,50.305,58.977,-56.468,29.411,37.386,-53.477,47.996,37.563,-56.025,39.54,38.377,-64.061,41.68,38.937,-94.152,27.133
bs102,N,bs102_N_N_1.lm3,-7.027,21.102,-15.659,0.51,45.504,-8.704,19.803,20.545,-13.33,53.218,22.023,-14.918,73.394,47.329,-5.632,79.948,22.964,-10.375,28.081,25.033,-2.898,43.476,25.754,-2.593,18.324,-15.419,11.112,36.11,-6.809,28.632,54.347,-13.976,1.066,13.13,-45.293,-1.138,35.702,-35.634,18.42,58.324,-43.036,-0.619,35.752,-41.0,15.43,35.844,-42.685,10.903,36.6,-48.667,12.239,35.882,-84.268,-10.988
bs102,N,bs102_N_N_2.lm3,-6.656,20.984,-1.076,0.823,46.85,9.208,20.695,21.12,3.21,53.573,21.15,1.386,73.735,45.604,10.02,80.288,21.224,3.707,28.923,24.74,12.252,44.894,25.656,12.247,17.753,-15.969,24.634,35.978,-9.525,43.224,54.758,-16.064,19.213,12.498,-44.986,12.129,35.0,-37.547,31.192,56.487,-43.39,11.998,35.07,-42.101,28.217,35.115,-43.698,24.273,35.091,-48.928,25.258,35.488,-79.132,11.151
bs102,N,bs102_N_N_3.lm3,2.112,15.231,-1.031,10.104,39.503,12.679,29.998,13.528,7.718,61.444,13.784,5.66,82.954,36.545,14.052,90.308,13.001,7.783,36.741,18.994,15.926,55.787,19.013,12.767,25.512,-22.314,29.677,44.39,-15.866,47.167,62.32,-23.054,28.307,19.515,-51.264,17.009,42.479,-44.663,35.245,62.769,-50.559,17.017,42.588,-49.246,32.328,42.697,-50.895,27.933,42.73,-57.646,28.148,43.362,-89.29,10.94
bs103,N,bs103_N_N_0.lm3,-22.334,16.597,14.823,-15.424,36.757,33.33,3.735,15.155,23.303,40.072,16.793,23.341,56.805,38.298,35.035,66.485,19.756,22.189,13.683,18.077,35.022,30.834,18.066,33.862,5.587,-21.371,38.997,21.92,-20.053,56.374,39.296,-20.022,33.196,0.591,-46.452,25.323,21.919,-42.206,40.584,47.674,-44.948,25.999,22.829,-46.087,37.062,22.846,-47.592,36.576,22.9,-53.43,38.982,24.752,-83.606,32.447
bs103,N,bs103_N_N_1.lm3,-15.626,39.851,13.47,-9.652,58.807,31.534,12.049,37.519,21.51,46.841,40.622,20.002,63.678,60.817,29.599,74.212,43.821,16.164,21.803,41.763,32.308,38.263,43.151,29.995,13.728,2.144,34.293,31.357,4.694,52.351,47.515,3.737,29.757,8.646,-23.496,24.227,30.874,-18.616,37.286,55.471,-22.826,21.235,31.808,-22.492,33.332,31.842,-24.007,32.756,31.799,-30.69,35.157,32.912,-63.306,22.368
bs103,N,bs103_N_N_2.lm3,-8.072,45.496,29.832,0.173,65.236,48.759,19.444,43.327,37.397,54.527,45.573,35.347,71.913,67.558,46.459,80.965,48.513,31.477,28.142,48.192,47.816,45.378,48.213,47.398,21.026,6.854,48.596,39.139,11.321,68.832,55.271,9.113,45.196,14.505,-19.997,39.503,38.082,-13.75,53.87,62.328,-17.658,38.678,38.866,-17.577,49.212,38.883,-19.071,49.404,38.994,-25.662,51.366,40.796,-58.099,37.459
bs103,N,bs103_N_N_3.lm3,-8.128,40.777,30.543,1.645,59.002,51.262,20.136,36.369,40.772,54.529,37.766,39.217,71.597,58.965,51.882,82.204,39.273,36.879,28.083,41.125,51.401,45.273,41.951,51.915,18.768,0.036,52.447,36.159,1.606,71.584,52.072,1.558,53.634,12.148,-26.238,41.445,35.205,-21.331,55.901,59.339,-26.773,41.727,35.285,-25.192,51.171,35.305,-26.657,51.527,35.325,-33.253,53.222,36.299,-63.181,44.934
bs104,N,bs104_N_N_0.lm3,-35.279,0.636,172.428,-28.755,21.564,184.589,-4.618,-1.162,177.869,29.165,0.954,176.065,50.418,27.05,182.797,58.014,4.918,169.255,3.517,2.258,184.041,18.903,2.92,187.717,-3.796,-40.613,188.59,14.344,-36.314,207.66,30.506,-38.933,178.855,-7.686,-72.62,171.445,14.422,-64.951,187.828,37.787,-70.637,171.034,14.455,-69.218,182.201,14.44,-70.559,182.904,14.51,-79.32,183.269,16.151,-109.818,173.781
bs104,N,bs104_N_N_1.lm3,-34.123,17.623,94.754,-27.299,41.748,109.064,-4.024,16.256,103.622,30.233,17.069,100.663,52.172,42.727,105.374,59.628,18.596,97.271,5.958,23.996,113.481,21.567,24.228,110.805,-2.089,-20.318,123.085,15.28,-12.891,140.379,31.033,-18.367,112.884,-7.037,-53.831,113.614,14.594,-45.476,125.903,36.24,-52.967,111.409,14.671,-49.105,122.505,14.712,-50.515,121.736,14.79,-58.779,124.265,15.841,-92.375,117.38
bs104,N,bs104_N_N_2.lm3,-46.603,4.074,75.544,-40.534,29.324,94.198,-16.72,2.841,87.282,17.612,5.232,88.058,36.124,32.294,97.49,45.287,8.822,85.378,-8.796,8.695,97.291,6.996,9.476,98.504,-15.561,-36.285,103.478,-0.37,-29.903,122.519,17.297,-34.113,103.236,-19.197,-69.121,89.298,1.69,-60.318,106.011,24.575,-65.883,91.966,1.595,-64.7,100.861,1.633,-66.115,101.891,2.449,-74.022,102.579,4.726,-106.363,90.723
bs104,N,bs104_N_N_3.lm3,-36.872,15.946,112.026,-29.174,37.101,119.77,-8.712,13.252,111.614,27.548,14.742,113.055,49.141,40.114,118.73,56.812,16.945,105.798,1.906,18.068,121.567,16.758,18.178,124.679,-6.03,-25.272,128.816,10.617,-19.688,147.303,26.815,-23.923,126.798,-9.536,-59.643,114.838,12.057,-50.385,130.889,33.53,-57.309,115.293,12.138,-54.05,126.558,12.182,-55.549,123.383,12.217,-64.552,127.087,12.438,-96.76,117.672
